MARITAL,DIVORCE,CHILDS,AGE,AGEKDBRN,DEGREE,SEX,RACE,INCOME,PRES16,POLVIEWS,NATENVIR,NATARMS,NATSCI,NATENRGY,GRASS,SATJOB,OWNGUN,PISTOL
1,2,0,27,0,3,1,1,27,8,5,1,3,2,1,1,1,0,0
3,0,2,71,21,3,1,1,17,1,6,0,0,1,1,0,0,1,1
1,2,0,60,0,1,2,1,26,2,4,1,1,2,1,1,1,2,2
3,0,2,47,25,3,1,1,20,1,3,0,0,2,1,1,2,1,2
1,2,0,33,0,1,1,1,24,1,3,1,1,2,2,1,1,2,2
5,0,0,29,0,3,1,1,16,1,1,1,3,1,1,0,2,2,2
3,0,0,60,0,1,2,2,18,1,3,0,0,1,2,0,2,1,1
5,0,4,27,15,1,2,2,15,0,3,1,3,2,1,1,3,2,2
5,0,0,30,0,1,1,1,16,0,8,1,3,1,1,0,3,2,2
5,0,0,24,0,0,2,1,13,0,3,0,0,2,1,1,2,2,2
5,0,0,57,0,1,1,1,27,9,4,0,0,2,1,1,1,0,0
5,0,0,19,0,1,1,1,13,0,4,2,2,2,2,0,2,2,2
5,0,0,55,0,1,1,1,18,0,4,0,0,2,1,1,3,2,2
3,0,3,75,21,1,2,2,19,1,7,0,0,2,1,1,2,0,0
1,1,1,50,21,1,1,2,24,1,4,1,1,1,1,0,1,1,1
1,1,3,70,25,2,1,1,20,2,6,0,0,1,1,1,2,1,1
3,0,2,65,25,3,1,1,16,1,3,0,0,2,1,0,0,1,1
1,2,1,28,27,3,2,1,13,4,2,0,0,1,1,1,1,2,2
1,1,5,57,19,1,2,1,22,1,3,0,0,1,1,0,3,1,2
1,2,5,48,27,3,1,1,17,2,4,0,0,2,3,1,1,0,0
5,0,0,18,0,1,2,1,98,0,2,0,0,2,2,1,1,2,2
1,2,0,27,0,1,1,1,18,2,5,1,2,2,2,1,2,0,0
1,1,0,41,0,1,1,1,15,0,2,0,0,1,1,0,2,2,2
5,0,0,69,0,4,2,1,26,0,4,0,0,2,1,8,0,0,0
5,0,1,32,23,1,2,2,15,3,3,1,3,1,1,0,2,1,1
5,0,0,21,0,1,2,2,1,0,4,2,1,1,8,2,1,0,0
5,0,1,30,25,1,2,2,15,1,4,0,0,2,2,0,2,2,2
3,0,6,66,19,1,2,1,9,1,3,1,2,8,2,1,0,2,2
3,0,2,59,21,1,2,3,17,0,4,0,0,2,1,1,1,0,0
5,0,1,22,20,1,2,3,16,0,4,1,3,1,2,0,2,2,2
5,0,0,31,0,2,1,1,16,1,2,0,0,1,1,0,1,2,2
3,0,3,50,25,3,2,1,16,0,4,0,0,1,1,2,3,0,0
5,0,0,21,0,1,1,1,12,2,6,3,2,3,2,0,1,2,2
1,2,0,29,0,3,1,1,19,1,3,0,0,1,1,2,2,2,2
5,0,0,21,0,1,2,1,4,0,4,1,2,1,1,1,1,0,0
5,0,0,21,0,1,2,3,20,1,1,1,3,2,1,1,0,2,2
5,0,0,25,0,3,1,1,14,1,2,0,0,2,1,1,2,0,0
5,0,0,22,0,2,1,1,21,2,5,8,1,2,1,0,0,1,2
5,0,1,23,21,1,1,2,98,1,8,0,0,1,1,1,2,2,2
5,0,0,21,0,1,1,1,26,1,2,0,0,1,1,0,0,2,2
5,0,0,21,0,1,1,1,10,0,3,1,3,2,1,1,1,2,2
1,2,2,55,36,3,1,1,26,2,2,0,0,1,2,1,3,0,0
1,2,8,63,23,4,1,1,21,1,4,0,0,2,1,2,1,2,2
2,2,1,86,23,1,2,1,19,2,6,0,0,3,2,0,0,2,2
1,1,4,40,19,0,1,1,23,2,4,1,1,1,1,2,1,1,1
1,2,3,42,30,1,1,3,18,0,6,3,8,8,1,2,1,0,0
4,0,2,64,19,1,2,1,14,2,6,1,1,1,1,1,0,1,1
3,0,3,72,26,3,2,1,26,1,2,1,2,1,1,0,0,2,2
1,2,2,84,28,2,1,1,15,0,2,0,0,2,2,2,0,0,0
5,0,2,30,21,2,2,2,17,0,3,1,1,1,2,1,2,0,0
5,0,0,33,0,1,1,1,13,3,1,0,0,1,1,0,3,2,2
2,1,2,76,25,1,1,1,17,2,6,2,2,1,2,8,0,2,2
5,0,0,28,0,4,1,3,20,0,4,0,0,2,1,2,2,0,0
5,0,0,23,0,3,2,2,15,0,4,0,0,1,1,1,0,2,2
1,2,3,30,18,0,2,1,19,1,5,1,1,2,1,8,2,0,0
5,0,0,29,0,1,2,3,13,0,4,0,0,1,2,0,1,1,2
3,0,0,23,0,0,1,1,98,0,4,1,3,1,1,1,2,2,2
5,0,0,85,0,3,1,1,10,1,4,0,0,1,1,1,1,0,0
1,2,0,58,0,0,1,3,22,2,8,3,1,3,3,0,1,2,2
2,1,1,86,30,1,1,1,23,0,4,0,0,2,1,2,0,1,1
1,2,6,82,26,4,1,1,24,2,6,1,2,3,3,2,0,0,0
1,2,8,50,18,1,1,2,14,1,4,0,0,3,1,0,2,2,2
5,0,1,55,30,1,1,2,22,1,1,0,0,1,1,8,2,0,0
3,0,3,41,17,3,2,3,22,1,4,1,3,1,1,0,2,1,1
5,0,0,22,0,1,1,3,22,1,3,0,0,1,1,1,2,2,2
1,2,3,28,24,2,1,1,23,2,7,1,2,1,1,2,1,0,0
3,0,5,87,19,1,2,2,16,1,3,1,1,1,1,0,0,2,2
1,2,3,64,18,3,1,3,23,2,6,2,1,1,1,2,1,0,0
5,0,0,18,0,0,2,1,26,0,4,1,2,1,2,0,0,1,1
1,1,1,73,31,1,2,1,27,1,2,1,3,2,2,1,0,0,0
1,2,0,68,0,1,2,1,27,1,4,0,0,1,1,8,0,0,0
1,2,3,51,17,4,2,1,26,2,6,3,1,2,2,0,1,1,1
1,1,2,67,24,3,1,1,23,2,4,0,0,1,1,1,1,2,2
2,1,5,81,23,3,1,1,26,1,2,1,3,1,1,1,0,0,0
3,0,4,70,24,3,1,1,26,2,4,0,0,2,2,0,0,1,1
1,1,1,63,32,1,1,1,21,2,6,0,0,1,1,2,0,0,0
1,2,3,71,27,1,2,1,18,2,6,0,0,1,2,2,0,2,2
1,2,2,34,29,3,1,1,26,0,5,0,0,2,2,0,2,1,1
2,2,3,86,28,3,1,1,19,2,4,2,1,2,1,0,1,2,2
5,0,0,39,0,1,2,1,18,0,3,1,3,1,2,8,2,0,0
3,0,1,47,30,1,1,1,19,0,4,0,0,2,1,0,1,2,2
1,2,2,33,15,3,2,2,24,1,4,2,1,8,1,1,2,2,2
2,2,0,31,0,3,1,3,17,1,3,0,0,2,1,1,1,0,0
1,1,1,57,33,1,2,1,26,4,5,1,1,1,1,0,0,2,2
1,2,1,35,24,1,1,1,20,3,4,1,3,1,1,1,2,0,0
2,2,2,65,30,1,2,1,20,3,1,0,0,2,1,0,0,2,2
5,0,0,69,0,1,1,1,16,1,4,1,2,1,2,1,0,1,1
3,0,2,59,18,1,2,2,3,1,1,0,0,2,1,2,2,0,0
1,2,2,35,32,1,1,1,24,1,2,0,0,1,1,1,2,2,2
5,0,0,37,0,1,1,1,15,2,6,0,0,2,3,0,3,2,2
1,2,2,51,25,1,2,1,26,2,6,2,2,1,2,2,1,1,1
1,2,1,85,30,0,1,3,16,1,4,0,0,1,2,1,0,0,0
1,2,2,49,29,3,2,1,24,0,6,0,0,1,2,0,1,2,2
1,2,2,68,19,4,2,1,25,1,3,1,3,1,2,1,0,2,2
1,2,2,70,25,2,2,1,26,2,4,0,0,3,2,8,0,0,0
2,2,3,74,23,1,1,1,17,1,2,0,0,2,1,1,0,1,1
1,1,3,68,21,1,2,1,21,2,6,1,1,2,1,8,1,0,0
1,2,2,46,31,3,2,1,25,2,6,0,0,1,2,0,2,1,1
1,2,2,51,25,2,2,1,25,2,4,2,2,1,2,1,1,2,2
3,0,2,66,25,1,1,1,23,2,6,0,0,1,2,1,0,0,0
5,0,1,43,30,1,1,1,26,2,5,0,0,2,8,0,1,2,2
2,2,3,74,22,0,2,1,98,1,5,2,1,1,1,8,0,2,2
1,2,3,74,28,4,1,1,21,2,6,0,0,1,1,2,0,0,0
1,2,4,85,20,1,1,1,23,2,2,0,0,2,3,2,0,1,1
3,0,0,49,0,3,1,1,18,3,1,1,3,1,1,1,3,1,1
1,2,2,46,25,1,2,1,27,2,4,3,2,2,2,0,2,1,1
1,2,4,37,30,3,2,1,24,1,4,0,0,2,1,2,1,2,2
4,0,6,41,19,0,2,1,11,9,5,0,0,3,2,0,1,2,2
1,2,1,22,19,1,1,1,16,8,3,1,3,1,1,1,2,2,2
1,1,1,43,23,4,2,1,16,0,4,0,0,2,2,2,4,0,0
1,2,4,73,24,3,2,1,20,3,4,0,0,1,1,2,0,1,1
1,2,1,34,32,3,2,1,18,3,5,0,0,2,2,0,3,1,1
2,1,3,87,12,1,1,1,10,1,4,1,2,2,2,8,0,2,2
5,0,0,32,0,4,2,1,16,1,2,0,0,2,1,2,2,0,0
3,0,1,31,22,1,2,1,16,0,4,0,0,2,2,1,3,2,2
5,0,0,33,0,1,1,1,2,0,9,1,3,2,2,1,0,0,0
3,0,2,69,32,1,1,1,9,0,3,0,0,1,1,0,0,1,1
5,0,0,77,0,1,1,1,10,2,6,1,1,1,1,2,0,2,2
3,0,2,52,36,1,1,1,1,0,4,3,8,8,2,0,1,2,2
3,0,0,37,0,1,1,1,21,1,2,1,3,1,1,1,1,0,0
5,0,0,52,0,1,1,1,15,1,5,0,0,1,1,0,2,2,2
5,0,0,38,0,3,2,3,22,0,3,8,2,2,2,1,2,1,1
3,0,4,55,25,1,1,3,3,0,5,0,0,2,2,1,3,2,2
1,2,3,75,27,1,2,1,17,1,4,1,2,2,2,2,2,0,0
1,1,1,50,20,1,2,1,19,0,5,0,0,2,2,0,1,2,2
5,0,1,25,19,1,2,1,18,1,3,1,1,2,1,1,1,2,2
1,2,2,28,20,1,1,1,19,0,4,0,0,1,1,1,1,1,1
3,0,3,76,25,3,1,1,5,1,4,1,2,2,1,2,0,1,1
1,2,6,52,24,3,1,1,26,3,4,0,0,2,2,0,1,1,1
5,0,0,22,0,1,1,1,20,0,6,0,0,3,1,2,2,1,2
2,1,1,57,24,0,1,1,18,1,2,1,3,2,1,1,2,0,0
3,0,5,84,17,0,2,1,13,2,4,8,2,2,1,2,0,0,0
1,1,2,63,23,1,2,1,23,0,4,1,1,3,1,1,1,1,1
2,1,3,58,22,4,2,2,22,1,3,2,2,2,1,2,1,0,0
1,1,1,43,21,1,2,1,21,0,4,1,1,8,1,1,1,1,1
5,0,0,25,0,1,2,1,16,0,5,1,1,2,1,0,1,1,1
1,2,0,39,0,0,1,1,16,0,5,0,0,8,2,1,1,2,2
5,0,3,31,20,2,2,1,17,2,5,1,8,1,1,1,1,0,0
3,0,2,39,25,1,2,1,17,3,6,0,0,3,8,0,2,2,2
5,0,3,34,17,1,2,2,17,1,5,1,1,1,1,0,2,1,1
1,2,0,27,0,2,1,1,19,0,4,0,0,1,1,1,2,0,0
5,0,0,35,0,1,1,1,18,3,4,1,3,2,1,0,3,2,2
5,0,0,24,0,1,2,1,18,0,2,0,0,2,2,2,1,2,2
5,0,2,48,22,3,1,1,20,0,4,1,1,2,1,1,2,0,0
5,0,0,21,0,1,1,1,25,0,3,1,3,2,2,0,1,2,2
5,0,0,30,0,1,1,1,19,0,5,0,0,2,2,1,2,1,1
5,0,1,36,26,1,1,3,23,2,5,0,0,2,2,8,1,0,0
5,0,0,52,0,1,1,1,10,2,1,1,1,1,1,2,8,0,0
1,2,2,36,33,4,1,1,26,0,4,1,3,2,1,2,2,0,0
2,2,0,80,0,4,2,1,23,1,2,0,0,1,1,0,0,2,2
5,0,0,27,0,3,2,1,16,0,3,1,3,3,1,1,2,2,2
5,0,0,24,0,3,2,1,14,1,3,0,0,1,1,1,2,0,0
3,0,2,44,24,1,2,1,20,2,4,0,0,1,2,0,1,2,2
1,2,5,89,28,0,1,1,14,2,4,0,0,2,1,1,0,0,0
5,0,0,22,0,1,1,2,20,0,1,2,2,1,2,1,1,2,2
1,1,4,48,23,1,1,3,19,0,5,0,0,2,2,2,4,0,0
5,0,3,33,17,0,2,1,13,1,2,0,0,2,2,2,1,2,2
2,2,2,59,22,0,2,3,8,1,4,2,2,2,2,2,1,0,0
5,0,0,43,0,1,1,3,18,2,5,0,0,1,2,0,4,2,2
1,2,1,32,31,0,2,3,98,0,2,0,0,3,1,1,1,2,2
3,0,2,62,24,2,2,1,27,1,2,0,0,8,8,0,0,2,2
1,2,2,53,28,1,2,1,22,0,5,1,3,2,1,0,2,2,2
1,1,2,59,29,1,2,1,20,2,6,2,1,1,1,1,1,0,0
1,2,3,47,19,1,1,1,23,0,6,0,0,3,1,2,1,0,0
5,0,0,18,0,1,2,1,18,0,4,1,2,1,1,0,0,2,2
2,2,2,64,19,1,1,1,18,0,4,0,0,3,1,0,1,2,2
5,0,0,22,0,1,1,1,98,2,3,1,1,1,1,8,1,2,2
1,2,0,37,0,3,2,1,25,1,1,0,0,1,1,1,2,0,0
5,0,0,31,0,3,2,1,19,1,2,1,2,2,1,0,2,2,2
2,1,1,72,21,1,2,1,15,1,4,1,1,1,2,2,0,0,0
1,2,0,32,0,3,2,1,20,1,2,1,2,1,1,1,2,2,2
1,2,0,69,0,3,1,1,21,1,2,0,0,1,1,2,0,2,2
5,0,0,32,0,3,2,1,22,3,1,1,3,1,1,1,1,0,0
5,0,0,32,0,3,1,1,18,1,4,0,0,1,1,1,3,0,0
3,0,4,60,22,2,2,1,17,0,5,1,2,2,8,0,3,2,2
2,2,2,70,22,0,1,1,10,0,7,2,2,2,2,2,0,0,0
5,0,1,41,30,2,2,3,18,1,4,0,0,2,1,0,1,2,2
5,0,0,35,0,2,2,1,9,0,2,1,3,2,1,1,3,0,0
3,0,3,77,28,2,2,1,1,2,6,0,0,2,1,0,0,2,2
4,0,1,57,24,1,1,1,12,0,6,1,1,2,1,1,1,1,2
5,0,0,26,0,1,1,1,9,4,4,0,0,1,1,1,3,1,2
3,0,4,56,19,1,1,1,14,2,4,2,2,3,1,1,3,0,0
5,0,0,24,0,3,1,1,19,1,3,0,0,2,1,0,2,2,2
5,0,3,56,15,0,2,2,8,0,2,0,0,1,1,1,1,0,0
2,2,3,39,22,0,2,3,14,0,8,3,2,3,3,0,2,2,2
1,2,0,30,0,4,2,1,18,1,2,0,0,1,1,1,0,2,2
5,0,0,26,0,3,2,1,11,0,1,1,3,1,1,1,2,0,0
5,0,4,31,23,1,2,1,4,0,6,0,0,2,2,0,2,2,2
1,2,3,36,24,3,2,1,23,1,4,1,2,1,1,1,1,1,2
1,1,4,69,19,2,1,1,23,2,7,0,0,1,3,2,1,0,0
1,2,2,39,24,3,2,1,23,0,4,0,0,2,1,0,1,1,2
1,1,2,53,25,1,1,1,20,2,5,0,0,1,1,1,1,0,0
4,0,2,55,24,1,1,1,19,2,6,0,0,2,1,8,1,1,1
3,0,3,50,18,1,2,1,3,0,4,0,0,2,8,2,4,0,0
1,2,0,31,0,4,1,1,20,1,2,0,0,1,1,1,2,1,2
5,0,0,70,0,3,2,1,18,2,4,3,3,2,2,2,0,0,0
3,0,2,68,30,2,2,1,26,1,2,1,3,1,1,1,1,2,2
1,1,2,73,39,1,1,1,26,1,3,0,0,8,8,1,1,0,0
5,0,0,60,0,4,2,1,19,1,2,0,0,2,1,1,1,2,2
5,0,0,30,0,1,1,1,18,0,5,1,1,1,3,1,1,1,2
1,2,2,60,23,1,2,1,22,1,4,1,2,1,1,1,2,0,0
3,0,3,61,20,1,1,1,18,1,3,1,3,1,2,1,4,1,2
2,2,3,69,19,0,2,1,9,0,8,0,0,8,8,2,1,0,0
5,0,3,41,22,1,1,1,2,0,8,0,0,1,1,0,3,2,2
5,0,0,64,0,2,1,1,9,1,4,1,2,1,1,1,0,2,2
2,2,4,63,18,1,2,1,16,1,4,0,0,2,1,1,0,0,0
5,0,1,22,21,0,1,2,3,1,6,0,0,2,1,2,1,2,2
4,0,2,33,18,0,2,1,1,0,6,1,2,3,1,2,4,0,0
5,0,0,56,0,3,1,1,21,1,3,1,2,2,1,2,2,2,2
1,2,1,30,20,2,2,1,23,1,2,1,2,8,1,0,2,1,2
2,1,3,89,19,2,2,1,14,1,5,0,0,1,2,1,0,2,2
3,0,1,61,37,3,2,1,24,1,4,0,0,2,2,2,1,0,0
3,0,2,55,34,1,1,1,19,0,4,0,0,1,1,1,2,2,2
5,0,0,67,0,4,2,1,19,1,2,0,0,1,1,0,0,2,2
1,2,2,61,21,1,2,1,20,2,4,1,1,2,2,1,9,1,2
2,2,3,69,21,1,1,1,9,2,4,0,0,2,1,1,0,0,0
5,0,0,30,0,3,1,2,22,1,1,0,0,1,1,1,2,2,2
1,2,3,70,20,1,1,1,17,2,6,2,1,2,1,2,0,0,0
3,0,3,41,28,1,1,2,18,0,1,1,1,1,1,0,3,2,2
5,0,3,67,35,0,2,2,12,0,7,0,0,2,2,0,2,2,2
3,0,1,62,25,1,1,1,10,2,4,0,0,3,2,2,0,2,2
3,0,3,36,25,1,2,2,18,1,4,0,0,2,2,0,1,2,2
1,2,2,51,25,2,2,1,26,2,4,2,2,1,2,2,1,0,0
1,2,0,65,0,3,2,1,20,2,5,0,0,1,1,0,1,1,1
3,0,7,63,17,1,1,2,23,1,4,1,3,1,1,1,2,0,0
5,0,0,23,0,3,1,1,23,2,4,1,2,2,2,1,2,1,2
2,2,7,89,19,1,2,1,2,1,3,2,1,2,3,2,1,0,0
1,2,0,47,0,2,2,1,20,2,4,0,0,1,1,0,1,1,2
2,1,3,75,22,1,2,1,22,2,6,1,2,2,2,1,0,2,2
1,2,0,24,0,1,1,1,21,2,6,0,0,2,1,2,2,1,1
1,1,2,42,31,1,1,1,25,2,6,0,0,3,1,0,1,1,1
5,0,1,29,27,1,2,1,9,0,8,0,0,8,8,2,1,2,2
5,0,0,26,0,2,2,1,14,3,4,1,2,8,1,1,2,0,0
2,2,7,89,18,0,2,2,7,0,5,0,0,1,3,0,0,2,2
1,1,2,76,24,1,2,1,19,1,4,1,1,2,2,0,0,1,1
1,2,2,36,24,1,2,1,20,2,1,1,2,2,1,1,1,2,2
1,2,3,77,18,1,2,1,19,2,5,2,2,2,1,0,2,1,1
1,2,2,32,26,1,1,1,22,2,6,1,1,1,2,2,1,0,0
3,0,2,72,27,1,1,1,10,0,4,0,0,8,8,0,0,1,1
1,2,1,39,25,3,2,1,16,0,1,1,2,2,2,1,2,2,2
1,1,0,71,0,1,2,1,20,2,6,2,1,1,2,0,0,1,1
3,0,3,31,20,4,1,1,22,2,7,0,0,1,2,1,1,0,0
1,2,2,69,26,4,1,1,23,1,3,0,0,1,1,1,0,0,0
1,2,2,35,21,0,1,3,11,0,8,0,0,2,3,2,1,2,2
1,2,2,80,30,4,1,1,21,2,5,0,0,2,2,2,0,0,0
3,0,3,49,29,3,1,1,25,1,4,0,0,1,1,0,1,2,2
1,2,3,42,27,1,1,1,18,1,4,0,0,2,1,2,2,0,0
1,2,3,36,21,0,2,3,11,0,6,2,2,2,2,0,0,2,2
1,2,1,71,24,1,1,1,20,0,8,0,0,1,1,1,0,1,1
5,0,1,64,24,0,1,1,1,0,6,1,1,1,1,1,0,0,0
3,0,1,57,29,2,1,1,14,2,3,0,0,1,2,0,2,1,2
1,2,1,24,23,1,2,1,98,0,5,2,1,2,2,2,2,1,2
3,0,1,47,21,1,2,1,20,0,3,2,1,1,2,0,1,2,2
5,0,0,23,0,1,1,1,23,2,3,0,0,1,2,2,1,2,2
3,0,2,46,25,2,1,1,25,9,4,0,0,1,1,0,3,1,1
3,0,2,57,30,0,1,1,21,0,1,0,0,2,2,2,1,0,0
1,2,3,50,18,4,2,1,18,1,4,1,2,1,1,2,2,2,2
5,0,0,34,0,1,2,1,18,0,3,1,2,1,1,1,9,0,0
5,0,0,20,0,1,1,1,98,0,4,2,1,1,2,1,0,1,2
1,1,2,49,23,1,2,1,21,2,4,2,1,2,2,0,1,1,1
5,0,0,30,0,1,2,3,21,1,2,1,3,8,1,1,4,0,0
1,2,2,29,25,1,1,1,16,0,4,0,0,2,2,0,1,2,2
3,0,3,61,20,1,2,1,18,0,8,0,0,1,8,1,1,0,0
5,0,0,29,0,4,2,3,14,0,4,1,3,1,1,0,0,2,2
5,0,0,21,0,1,1,1,2,1,1,0,0,1,1,1,0,2,2
5,0,0,24,0,1,1,1,15,8,5,0,0,1,1,2,0,0,0
1,2,1,34,24,4,2,1,26,1,2,1,3,1,1,0,0,1,1
5,0,0,25,0,1,2,1,20,1,3,1,3,1,1,1,2,0,0
5,0,0,21,0,1,1,1,2,0,5,0,0,1,2,0,0,2,2
5,0,0,22,0,1,1,1,27,0,5,1,2,2,2,1,0,2,2
5,0,4,38,14,1,1,1,27,0,1,8,1,3,1,0,2,1,2
1,2,0,70,0,1,1,1,19,0,4,0,0,1,1,1,0,1,1
1,2,2,33,22,1,2,1,20,0,4,1,3,1,1,1,1,0,0
1,1,1,75,17,0,2,1,16,1,4,1,1,1,1,0,0,2,2
1,2,1,56,29,1,1,1,13,2,5,0,0,2,2,1,2,2,2
1,2,3,68,25,3,1,1,16,1,2,1,2,1,1,1,0,0,0
1,1,3,39,23,1,2,1,10,0,4,0,0,2,1,0,1,2,2
1,2,2,54,22,1,2,1,20,2,6,3,1,2,3,2,1,1,1
1,2,2,60,31,1,1,1,25,0,5,0,0,1,3,8,3,0,0
1,1,1,60,28,1,1,1,22,2,7,0,0,3,1,0,2,1,1
1,2,2,36,30,4,1,1,23,2,5,2,1,2,3,1,2,1,1
1,2,1,31,26,1,2,1,20,2,5,1,2,3,8,0,2,1,1
1,1,3,41,17,3,2,2,21,1,4,0,0,8,8,8,1,2,2
3,0,1,29,22,1,2,1,18,2,4,1,2,1,1,1,2,0,0
1,2,1,38,26,3,2,1,20,2,6,2,1,2,2,1,1,1,1
3,0,1,42,29,1,2,1,15,2,4,0,0,8,1,0,1,1,1
3,0,2,69,21,1,2,1,20,1,5,2,2,2,2,8,0,1,1
1,2,1,29,28,4,2,2,21,1,4,3,2,2,2,0,2,1,1
1,2,4,33,19,0,1,3,10,0,2,0,0,3,2,2,0,2,2
1,2,1,27,26,1,1,1,20,0,4,0,0,2,1,0,1,1,1
1,2,7,42,18,2,1,1,21,2,4,1,1,3,1,2,3,1,1
1,1,4,57,25,3,1,1,26,2,6,0,0,2,1,2,1,0,0
3,0,1,41,25,3,2,1,19,1,1,0,0,1,1,1,2,2,2
3,0,0,70,0,3,2,1,13,1,3,0,0,2,1,1,0,2,2
1,2,2,31,33,0,1,1,11,2,6,0,0,2,3,0,2,2,2
1,1,2,68,17,2,2,1,20,2,7,2,1,2,2,2,0,3,3
1,2,1,38,34,4,2,1,22,1,4,1,2,2,8,0,2,2,2
5,0,0,57,0,1,1,1,27,1,4,0,0,1,1,8,1,1,1
1,2,2,38,18,2,1,1,19,0,4,1,2,1,1,1,1,3,3
5,0,0,30,0,4,2,1,22,2,6,1,2,1,1,0,2,1,1
1,2,2,68,22,0,1,1,19,2,4,0,0,2,3,2,2,1,1
3,0,2,75,22,1,2,1,27,2,7,8,1,1,1,2,0,0,0
1,2,2,82,35,1,1,1,24,2,5,0,0,1,1,0,1,1,1
1,2,2,71,20,2,1,1,19,1,4,0,0,3,2,2,0,0,0
1,1,3,44,22,1,1,1,17,0,4,0,0,3,3,1,1,1,1
2,2,3,82,21,1,2,1,9,1,4,0,0,1,2,0,0,2,2
1,2,3,69,17,1,2,3,98,1,8,1,1,1,1,2,0,2,2
5,0,0,40,0,3,1,2,18,1,4,0,0,1,1,1,2,0,0
2,2,2,61,18,0,2,2,15,1,2,2,3,2,8,0,1,2,2
1,1,1,70,22,1,1,1,14,4,6,2,1,2,2,1,0,0,0
1,1,2,57,24,1,2,1,20,2,4,0,0,8,1,0,2,1,1
5,0,0,37,0,3,2,1,20,0,2,1,1,1,1,8,2,2,2
1,1,3,64,26,3,1,2,17,1,1,0,0,1,2,2,0,0,0
2,2,4,74,25,4,2,2,21,1,3,2,2,8,8,0,0,3,3
4,0,3,71,20,1,2,2,10,1,4,0,0,1,1,8,0,2,2
5,0,0,22,0,1,1,1,19,0,7,1,2,2,1,1,0,1,2
5,0,0,26,0,0,2,1,14,0,3,0,0,2,1,0,3,2,2
1,1,2,52,25,1,2,1,20,2,4,1,2,2,2,0,1,1,1
2,2,3,84,21,1,2,2,18,1,6,0,0,1,1,2,0,1,2
5,0,9,22,99,0,1,3,18,0,4,0,0,2,1,0,8,2,2
5,0,0,28,0,1,1,2,13,0,4,1,2,2,2,1,1,2,2
3,0,2,60,25,1,2,1,20,2,4,1,2,1,1,0,2,2,2
5,0,0,31,0,1,2,2,9,1,4,1,1,3,2,8,2,0,0
3,0,5,45,21,1,1,2,17,1,4,0,0,1,1,0,3,2,2
1,1,0,49,0,1,1,2,20,1,2,0,0,1,1,1,1,0,0
5,0,5,32,21,0,2,1,3,0,4,2,2,2,2,0,2,2,2
3,0,5,43,17,0,2,2,8,1,4,0,0,1,1,1,2,2,2
3,0,3,45,21,1,2,2,18,1,4,1,1,1,1,1,2,0,0
1,2,2,65,24,1,1,1,23,1,2,0,0,1,1,0,0,2,2
5,0,2,32,18,1,2,1,10,0,2,1,3,2,1,1,1,2,2
5,0,1,23,22,0,2,1,18,3,2,1,1,1,1,1,1,0,0
1,2,2,52,32,4,1,1,24,2,6,1,2,1,1,0,2,1,1
1,1,2,58,23,3,2,1,22,1,2,1,3,1,1,1,2,2,2
5,0,0,21,0,1,2,1,98,0,4,0,0,1,1,2,2,0,0
2,2,1,77,26,3,2,1,15,1,4,0,0,1,1,1,0,2,2
1,2,4,86,22,0,1,1,19,2,7,0,0,2,1,0,0,1,1
3,0,2,52,24,2,2,1,98,1,4,1,1,1,2,2,1,1,1
3,0,2,66,30,3,1,1,17,2,4,0,0,2,1,0,0,2,2
2,1,5,72,24,1,2,1,27,0,5,0,0,1,1,2,0,0,0
3,0,1,47,19,1,2,1,17,0,6,1,1,1,1,0,3,2,2
5,0,0,58,0,3,1,1,21,2,6,2,1,2,2,2,1,0,0
3,0,0,35,0,4,2,2,20,0,2,0,0,2,1,0,1,2,2
4,0,1,50,25,2,2,2,18,1,4,1,3,1,1,2,1,2,2
2,2,2,84,25,4,2,1,98,2,7,0,0,8,8,2,0,0,0
5,0,0,22,0,1,1,2,16,1,3,0,0,3,3,1,0,2,2
5,0,3,29,19,3,2,2,16,1,3,1,1,1,1,2,1,0,0
4,0,1,26,21,1,1,2,13,0,7,0,0,1,2,0,1,2,2
1,2,0,24,0,3,2,1,98,0,3,1,1,2,1,8,1,2,2
1,2,2,99,99,1,2,1,13,0,4,1,2,1,2,0,2,2,2
1,1,0,38,0,2,1,1,12,2,4,0,0,1,1,1,0,2,2
5,0,0,31,0,3,1,1,18,1,3,1,3,1,1,1,2,1,1
5,0,1,31,17,3,2,1,16,3,1,1,8,1,1,0,4,2,2
5,0,0,30,0,3,2,2,13,8,2,0,0,1,1,1,0,2,2
1,2,2,46,29,4,1,1,26,2,1,0,0,2,3,1,1,0,0
5,0,2,49,23,3,1,2,9,1,4,0,0,1,1,1,1,1,1
1,2,0,29,0,1,1,1,16,0,4,2,3,3,2,0,2,1,1
3,0,2,45,18,1,2,1,10,0,2,0,0,8,1,0,0,2,2
3,0,7,67,13,1,1,2,13,1,5,0,0,1,3,1,0,0,0
1,2,1,34,29,1,2,1,22,2,4,0,0,2,8,2,2,1,1
2,2,2,82,30,1,1,2,20,1,4,1,2,1,1,2,0,0,0
1,2,2,44,99,1,1,3,20,2,4,0,0,2,2,1,1,0,0
1,2,3,48,29,4,2,1,20,1,4,0,0,2,3,2,1,2,2
5,0,2,24,16,0,2,1,9,0,6,1,2,2,1,1,2,0,0
1,2,2,56,16,1,1,1,98,2,6,2,1,2,2,2,0,8,0
1,1,3,65,23,1,1,1,15,2,6,3,1,2,3,0,2,1,1
